1:  1 1 1 1
4522:  2 0 1 11
4523:  3 1 2 12
4524:  4 2 3 0
4525:  0 3 4 1 <
4526:  1 4 5 2
4527:  2 5 6 3 <
4528:  3 6 7 4
4529:  4 0 8 5
4530:  0 1 9 6
4531:  1 2 10 7
4532:  2 3 0 8 <
4533:  3 4 1 9 <
4534:  4 5 2 10
4535:  0 6 3 11
4536:  1 0 4 12
4537:  2 1 5 0
4538:  3 2 6 1 <
4539:  4 3 7 2
4540:  0 4 8 3 <
4541:  1 5 9 4
4542:  2 6 10 5
4543:  3 0 0 6 <
4544:  4 1 1 7
4545:  0 2 2 8
4546:  1 3 3 9
4547:  2 4 4 10 <
4548:  3 5 5 11
4549:  4 6 6 12
4550:  0 0 7 0 <
4551:  1 1 8 1
4552:  2 2 9 2
4553:  3 3 10 3 <
4554:  4 4 0 4
4555:  0 5 1 5 <
4556:  1 6 2 6
4557:  2 0 3 7 <
4558:  3 1 4 8
4559:  4 2 5 9
4560:  0 3 6 10 <
4561:  1 4 7 11
4562:  2 5 8 12 <
4563:  3 6 9 0
4564:  4 0 10 1
4565:  0 1 0 2
4566:  1 2 1 3
4567:  2 3 2 4
4568:  3 4 3 5 <
4569:  4 5 4 6
4570:  0 6 5 7
4571:  1 0 6 8
4572:  2 1 7 9
4573:  3 2 8 10 <
4574:  4 3 9 11
4575:  0 4 10 12 <
4576:  1 5 0 0
4577:  2 6 1 1
4578:  3 0 2 2
4579:  4 1 3 3
4580:  0 2 4 4 <
4581:  1 3 5 5
4582:  2 4 6 6 <
4583:  3 5 7 7 <
4584:  4 6 8 8
4585:  0 0 9 9
4586:  1 1 10 10
4587:  2 2 0 11
4588:  3 3 1 12 <
4589:  4 4 2 0
4590:  0 5 3 1 <
4591:  1 6 4 2
4592:  2 0 5 3 <
4593:  3 1 6 4
4594:  4 2 7 5
4595:  0 3 8 6 <
4596:  1 4 9 7
4597:  2 5 10 8 <
4598:  3 6 0 9
4599:  4 0 1 10
4600:  0 1 2 11
4601:  1 2 3 12
4602:  2 3 4 0 <
4603:  3 4 5 1 <
4604:  4 5 6 2
4605:  0 6 7 3
4606:  1 0 8 4
4607:  2 1 9 5
4608:  3 2 10 6 <
4609:  4 3 0 7
4610:  0 4 1 8 <
4611:  1 5 2 9
4612:  2 6 3 10
4613:  3 0 4 11
4614:  4 1 5 12
4615:  0 2 6 0 <
4616:  1 3 7 1
4617:  2 4 8 2
4618:  3 5 9 3
4619:  4 6 10 4
4620:  0 0 0 5 <
4621:  1 1 1 6
4622:  2 2 2 7
4623:  3 3 3 8 <
4624:  4 4 4 9
4625:  0 5 5 10 <
4626:  1 6 6 11
4627:  2 0 7 12 <
4628:  3 1 8 0
4629:  4 2 9 1
4630:  0 3 10 2
4631:  1 4 0 3
4632:  2 5 1 4 <
4633:  3 6 2 5
4634:  4 0 3 6
4635:  0 1 4 7
4636:  1 2 5 8
4637:  2 3 6 9 <
4638:  3 4 7 10 <
4639:  4 5 8 11
4640:  0 6 9 12
4641:  1 0 10 0
4642:  2 1 0 1
4643:  3 2 1 2
4644:  4 3 2 3
4645:  0 4 3 4 <
4646:  1 5 4 5
4647:  2 6 5 6
4648:  3 0 6 7 <
4649:  4 1 7 8
4650:  0 2 8 9 <
4651:  1 3 9 10
4652:  2 4 10 11
4653:  3 5 0 12 <
4654:  4 6 1 0
4655:  0 0 2 1
4656:  1 1 3 2
4657:  2 2 4 3 <
4658:  3 3 5 4 <
4659:  4 4 6 5
4660:  0 5 7 6 <
4661:  1 6 8 7
4662:  2 0 9 8
4663:  3 1 10 9
4664:  4 2 0 10
4665:  0 3 1 11
4666:  1 4 2 12
4667:  2 5 3 0 <
4668:  3 6 4 1
4669:  4 0 5 2
4670:  0 1 6 3
4671:  1 2 7 4
4672:  2 3 8 5 <
4673:  3 4 9 6
4674:  4 5 10 7
4675:  0 6 0 8
4676:  1 0 1 9
4677:  2 1 2 10
4678:  3 2 3 11
4679:  4 3 4 12
4680:  0 4 5 0 <
4681:  1 5 6 1
4682:  2 6 7 2
4683:  3 0 8 3 <
4684:  4 1 9 4
4685:  0 2 10 5 <
4686:  1 3 0 6
4687:  2 4 1 7 <
4688:  3 5 2 8
4689:  4 6 3 9
4690:  0 0 4 10 <
4691:  1 1 5 11
4692:  2 2 6 12 <
4693:  3 3 7 0 <
4694:  4 4 8 1
4695:  0 5 9 2
4696:  1 6 10 3
4697:  2 0 0 4 <
4698:  3 1 1 5
4699:  4 2 2 6
4700:  0 3 3 7 <
4701:  1 4 4 8
4702:  2 5 5 9 <
4703:  3 6 6 10
4704:  4 0 7 11
4705:  0 1 8 12
4706:  1 2 9 0
4707:  2 3 10 1 <
4708:  3 4 0 2
4709:  4 5 1 3
4710:  0 6 2 4
4711:  1 0 3 5
4712:  2 1 4 6
4713:  3 2 5 7 <
4714:  4 3 6 8
4715:  0 4 7 9 <
4716:  1 5 8 10
4717:  2 6 9 11
4718:  3 0 10 12 <
4719:  4 1 0 0
4720:  0 2 1 1 <
4721:  1 3 2 2
4722:  2 4 3 3 <
4723:  3 5 4 4 <
4724:  4 6 5 5
4725:  0 0 6 6 <
4726:  1 1 7 7
4727:  2 2 8 8 <
4728:  3 3 9 9
4729:  4 4 10 10
4730:  0 5 0 11
4731:  1 6 1 12
4732:  2 0 2 0
4733:  3 1 3 1
4734:  4 2 4 2
4735:  0 3 5 3 <
4736:  1 4 6 4
4737:  2 5 7 5 <
4738:  3 6 8 6
4739:  4 0 9 7
4740:  0 1 10 8
4741:  1 2 0 9
4742:  2 3 1 10 <
4743:  3 4 2 11
4744:  4 5 3 12
4745:  0 6 4 0
4746:  1 0 5 1
4747:  2 1 6 2
4748:  3 2 7 3 <
4749:  4 3 8 4
4750:  0 4 9 5
4751:  1 5 10 6
4752:  2 6 0 7
4753:  3 0 1 8 <
4754:  4 1 2 9
4755:  0 2 3 10 <
4756:  1 3 4 11
4757:  2 4 5 12 <
4758:  3 5 6 0 <
4759:  4 6 7 1
4760:  0 0 8 2
4761:  1 1 9 3
4762:  2 2 10 4 <
4763:  3 3 0 5 <
4764:  4 4 1 6
4765:  0 5 2 7
4766:  1 6 3 8
4767:  2 0 4 9 <
4768:  3 1 5 10
4769:  4 2 6 11
4770:  0 3 7 12 <
4771:  1 4 8 0
4772:  2 5 9 1
4773:  3 6 10 2
4774:  4 0 0 3
4775:  0 1 1 4
4776:  1 2 2 5
4777:  2 3 3 6 <
4778:  3 4 4 7 <
4779:  4 5 5 8
4780:  0 6 6 9
4781:  1 0 7 10
4782:  2 1 8 11
4783:  3 2 9 12
4784:  4 3 10 0
4785:  0 4 0 1 <
4786:  1 5 1 2
4787:  2 6 2 3
4788:  3 0 3 4 <
4789:  4 1 4 5
4790:  0 2 5 6 <
4791:  1 3 6 7
4792:  2 4 7 8 <
4793:  3 5 8 9 <
4794:  4 6 9 10
4795:  0 0 10 11
4796:  1 1 0 12
4797:  2 2 1 0 <
4798:  3 3 2 1
4799:  4 4 3 2
4800:  0 5 4 3 <
4801:  1 6 5 4
4802:  2 0 6 5 <
4803:  3 1 7 6
4804:  4 2 8 7
4805:  0 3 9 8
4806:  1 4 10 9
4807:  2 5 0 10 <
4808:  3 6 1 11
4809:  4 0 2 12
4810:  0 1 3 0
4811:  1 2 4 1
4812:  2 3 5 2
4813:  3 4 6 3 <
4814:  4 5 7 4
4815:  0 6 8 5
4816:  1 0 9 6
4817:  2 1 10 7
4818:  3 2 0 8 <
4819:  4 3 1 9
4820:  0 4 2 10
4821:  1 5 3 11
4822:  2 6 4 12
4823:  3 0 5 0 <
4824:  4 1 6 1
4825:  0 2 7 2
4826:  1 3 8 3
4827:  2 4 9 4
4828:  3 5 10 5 <
4829:  4 6 0 6
4830:  0 0 1 7 <
4831:  1 1 2 8
4832:  2 2 3 9 <
4833:  3 3 4 10 <
4834:  4 4 5 11
4835:  0 5 6 12 <
4836:  1 6 7 0
4837:  2 0 8 1 <
4838:  3 1 9 2
4839:  4 2 10 3
4840:  0 3 0 4 <
4841:  1 4 1 5
4842:  2 5 2 6
4843:  3 6 3 7
4844:  4 0 4 8
4845:  0 1 5 9
4846:  1 2 6 10
4847:  2 3 7 11
4848:  3 4 8 12 <
4849:  4 5 9 0
4850:  0 6 10 1
4851:  1 0 0 2
4852:  2 1 1 3
4853:  3 2 2 4
4854:  4 3 3 5
4855:  0 4 4 6 <
4856:  1 5 5 7
4857:  2 6 6 8
4858:  3 0 7 9 <
4859:  4 1 8 10
4860:  0 2 9 11
4861:  1 3 10 12
4862:  2 4 0 0 <
4863:  3 5 1 1 <
4864:  4 6 2 2
4865:  0 0 3 3 <
4866:  1 1 4 4
4867:  2 2 5 5 <
4868:  3 3 6 6 <
4869:  4 4 7 7
4870:  0 5 8 8 <
4871:  1 6 9 9
4872:  2 0 10 10 <
4873:  3 1 0 11
4874:  4 2 1 12
4875:  0 3 2 0
4876:  1 4 3 1
4877:  2 5 4 2
4878:  3 6 5 3
4879:  4 0 6 4
4880:  0 1 7 5
4881:  1 2 8 6
4882:  2 3 9 7
4883:  3 4 10 8 <
4884:  4 5 0 9
4885:  0 6 1 10
4886:  1 0 2 11
4887:  2 1 3 12
4888:  3 2 4 0 <
4889:  4 3 5 1
4890:  0 4 6 2
4891:  1 5 7 3
4892:  2 6 8 4
4893:  3 0 9 5
4894:  4 1 10 6
4895:  0 2 0 7 <
4896:  1 3 1 8
4897:  2 4 2 9
4898:  3 5 3 10 <
4899:  4 6 4 11
4900:  0 0 5 12 <
4901:  1 1 6 0
4902:  2 2 7 1 <
4903:  3 3 8 2
4904:  4 4 9 3
4905:  0 5 10 4 <
4906:  1 6 0 5
4907:  2 0 1 6 <
4908:  3 1 2 7
4909:  4 2 3 8
4910:  0 3 4 9 <
4911:  1 4 5 10
4912:  2 5 6 11
4913:  3 6 7 12
4914:  4 0 8 0
4915:  0 1 9 1
4916:  1 2 10 2
4917:  2 3 0 3 <
4918:  3 4 1 4 <
4919:  4 5 2 5
4920:  0 6 3 6
4921:  1 0 4 7
4922:  2 1 5 8
4923:  3 2 6 9 <
4924:  4 3 7 10
4925:  0 4 8 11
4926:  1 5 9 12
4927:  2 6 10 0
4928:  3 0 0 1 <
4929:  4 1 1 2
4930:  0 2 2 3
4931:  1 3 3 4
4932:  2 4 4 5 <
4933:  3 5 5 6 <
4934:  4 6 6 7
4935:  0 0 7 8 <
4936:  1 1 8 9
4937:  2 2 9 10
4938:  3 3 10 11
4939:  4 4 0 12
4940:  0 5 1 0 <
4941:  1 6 2 1
4942:  2 0 3 2
4943:  3 1 4 3
4944:  4 2 5 4
4945:  0 3 6 5 <
4946:  1 4 7 6
4947:  2 5 8 7 <
4948:  3 6 9 8
4949:  4 0 10 9
4950:  0 1 0 10
4951:  1 2 1 11
4952:  2 3 2 12
4953:  3 4 3 0 <
4954:  4 5 4 1
4955:  0 6 5 2
4956:  1 0 6 3
4957:  2 1 7 4
4958:  3 2 8 5 <
4959:  4 3 9 6
4960:  0 4 10 7 <
4961:  1 5 0 8
4962:  2 6 1 9
4963:  3 0 2 10
4964:  4 1 3 11
4965:  0 2 4 12 <
4966:  1 3 5 0
4967:  2 4 6 1 <
4968:  3 5 7 2
4969:  4 6 8 3
4970:  0 0 9 4
4971:  1 1 10 5
4972:  2 2 0 6 <
4973:  3 3 1 7 <
4974:  4 4 2 8
4975:  0 5 3 9 <
4976:  1 6 4 10
4977:  2 0 5 11
4978:  3 1 6 12
4979:  4 2 7 0
4980:  0 3 8 1 <
4981:  1 4 9 2
4982:  2 5 10 3 <
4983:  3 6 0 4
4984:  4 0 1 5
4985:  0 1 2 6
4986:  1 2 3 7
4987:  2 3 4 8 <
4988:  3 4 5 9 <
4989:  4 5 6 10
4990:  0 6 7 11
4991:  1 0 8 12
4992:  2 1 9 0
4993:  3 2 10 1 <
4994:  4 3 0 2
4995:  0 4 1 3 <
4996:  1 5 2 4
4997:  2 6 3 5
4998:  3 0 4 6 <
4999:  4 1 5 7
5000:  0 2 6 8 <
5001:  1 3 7 9
5002:  2 4 8 10 <
5003:  3 5 9 11
5004:  4 6 10 12
5005:  0 0 0 0 <
Max chain length: 10
Average gap between valid combos: 2.3703703703703702
Max chain start: 123
